Review,Topic,Sentiment
"Purchase 11/2009Installed 11/2009Overall Rating  -  GoodPros  -  Simple design, fairly easy instalation.  Paint/finish quality good.Costs similar to other quality mounts.Cons  -  Instructions were too simple, not enough detail.  Cable management is not good, mounts are sloppy with simple wire ties.  For this level of mount I would expect more. Tilt and other adjustments are good but again instructions were lacking.Install issues  -  None.Price Paid - $243",4,Negative
"This bracket has all that you need. Good extension, sleek design and ease of mounting. I admit when it came to me out of square. I didnot notice until it was up but a few screws allow it the TV to rotate fixing that problem.",2,Negative
"I'm downrating this product BEFORE I actually use it to hopefully catch your attention BEFORE you buy it! I read a bunch of reviews here, mostly favorable. One noted the itme pictured here on Amazon is different then what came. TRUE. It is also DIFFERENT than the item in the PDF from the Peerless site!! Seems there are 3 LCS-KLA'a but nobody (Peerless) has bothered to revision them ie. -1 -2 -3 etc. What I thought was the one in the PDF was the correct one, WRONG. The one pictured on the Peerless site IS the correct one. So it has a flat/squareish TV side plate with eight ROUND screw holes (not tear shaped) and it does NOT roll +/- 5 degrees. If you've ever hung a TV before tear shaped screw holes let you hang the TV on the already wall mounted arm EASILY! The 5 degree roll lets you correct a less than perfect install. I'm am currently waiting for a call back from a Peerless tech. I showed the CSR the bad PDF.",2,Negative
"This is a quality wall mount. Both long and short screws are provided to attach LCD TV. Articulating arms are tight without any wobble. Mount articulates both left and right, as well as tilts up and down for viewing from any angle. Only criticism, a small one and more an annoyance:  once holes are drilled in the wall, there is no level adjustment. I took care to drills the holes vertically, and yet the TV still has a slight tilt. I do not see how perfect horizontal alignment of the TV is possible without some adjustment feature lacking in this productAlso, I suggest using a tool larger than a hand Phillips screwdriver, such as an electric drill with Phillips bit. A cordless drill is unlikely to have enough power to install these large screws. Overall:  a quality product that is straightforward to mount, and sturdy enough for a 19"" LCD TV.",0,Negative
"Using it for a Pioneer Elite 60""... no problems supporting the weight... no sagging or need for any shims. Install was fairly straightforward.",2,Negative
"The engineering on this device is superb.The only problem I had was I broke the head off one of the lag bolts while bolting the bracket to the wall. My neighbor had the same issue. Is the wood too hard in my walls? or is the lag bolt not strong enough?I went to Virgil's and bought 4 new lag bolts, to make sure they were all good.It's great how I can point the Sony TV in any direction!",0,Negative
"The Design is great and exactly what i needed. It's got a very easy brainless setup but the LAG bolts were really cheap. I went and spent 3.86 on new lagbolts and asked amazon compensation! I broke 2 of the lag bolts just ratcheting them. They literally snapped off! I've never EVER had this with a lag bolt, ever.  So that's my advice. If you buy this item spend about 3-4$ for higher quality lagbolts. Other than that it's a great item but because i got inferior quality bolts i  can't give this item any higher than 3 star.",0,Negative
"bought this for my 24-port patch panel (tripp lite) and my dlink 24-port GB switch.  The only thing i didn't like was the fact that after i mounted my DLINK switch, there was no room for the plug.  I should have checked the depth of this bracket before buying, but i won't give it a bad review because that was my fault.  I would buy again if I would use it for just patch panels...but not for switches.",3,Negative
I am using this with some toggle bolts to hold up a TrendNet 48-port patch panel. Looks professional and had no problems so far.,3,Negative
Very nice shelf. I use it to put my projector on it which weights 20lbs and it holds it up with no problem.,3,Negative
